Name,Department,Rating,Would Take Again,Difficulty Level
Teflah Alajmi,Political Science,4.5,N/A,1
Tuan Nguyen,Mathematics,2.1,N/A,3.3
Sarah Hlubik,Anthropology,2.5,0%,3.5
Pam Weis,Anthropology,5.0,N/A,1
Camille Reyes,Journalism & Media Studies,3.9,100%,2.9
Karl Kjer,Ecology & Evolutionary Biology,3.8,N/A,3.8
Pam Levy,Dance,5.0,N/A,1
Barbara Harmon-Francis,Comparative Literature,2.5,N/A,3.5
Bruce Crawford,Landscape Architecture & Regional Planning,5.0,100%,2.5
Ning Tang,Statistics,1.1,N/A,3.7
Dulce Wechsler,Spanish,4.0,N/A,2
Ashwaryia Goldstone,English,0.0,N/A,0
Mareen Fuchs,German,5.0,N/A,3
Louis Masur,American Studies,5.0,100%,2.5
Elizabeth Moe,Spanish,4.5,N/A,1.5
Natalie Tsipenyuk,Mathematics,2.0,0%,4.2
Judith Storch,Nutrition,0.0,N/A,0
Vikram Nanda,Finance,1.0,N/A,5
Matthew Sarte,Information Technology,4.5,N/A,3
Jack Tocco,Anthropology,0.0,N/A,0
Stephen John,Human Resources Management,3.2,N/A,1.8
Jason Hunt,Education,2.5,N/A,4
Ted Alter,Social Work,4.4,100%,2.6
Benjamin Platek,Exercise & Sport Science,5.0,N/A,2
Edward Potosnak,Education,4.8,N/A,1
Chris Opperman,Music,4.8,100%,1.7
Kristin Scherrer,Social Science,3.0,N/A,3.5
Marc Goldring,Mathematics,1.3,N/A,3.7
Nina Siulc,Criminal Justice,4.1,50%,1.5
Norman Ellman,French,0.0,N/A,0
Edwin Green,Ecology & Evolutionary Biology,4.0,100%,2
Md Ehtesam Haque,Computer Science,2.0,N/A,3.7
Goeun NA,Psychology,0.0,N/A,0
Hank Kalet,Journalism & Media Studies,2.5,80%,3.5
Jason Belzer,Exercise & Sport Science,2.5,20%,3.7
Alexander Hernandez,Biology,4.3,N/A,2.8
Sam Bernstein,Social Work,4.1,100%,2.4
Edward Laporte,Business,4.7,100%,2.3
Veronica Lippencott,Geography,2.6,N/A,2.3
Michael Knox,Social Work,1.5,N/A,4
Hillary Stires,Biology,0.0,N/A,0
Matthew Villanueva,Mathematics,4.9,N/A,2
Barbara Fairweather,Economics,2.4,N/A,4.3
Lisa Huberman,English,3.0,34%,3.1
Rong DI,Biotechnology,4.2,N/A,3.3
Sean Lorre,Music,4.3,67%,2.7
Ruoting Gong,Mathematics,3.0,N/A,2.8
Jeffrey Perlman,Public Health,3.4,N/A,3.2
Bryan Sacks,Communication,4.0,67%,2
Michael Eversman,Social Work,4.5,N/A,4
Kira Jumet,Political Science,0.0,N/A,0
Glen Belnay,Public Health,4.5,100%,1.3
Gregory Kogan,Accounting,2.8,100%,2.7
Jinwook Lee,Mathematics,2.7,0%,2.6
Donna Fennell,Environmental Science,4.4,100%,2.3
Darrah Carr,Dance,1.9,25%,3.9
Sally Abdul Wahab,Communication,0.0,N/A,0
Elvire Corboz,Political Science,3.6,N/A,3.8
Danielle Catona,Communication,4.9,N/A,2.3
John Finn,Business,4.0,N/A,2.2
Michael Santoro,Business,4.0,N/A,2.5
Caitlin Carouge,Art & Design,2.5,N/A,3.5
Jessica Richardson,Creative Writing,5.0,N/A,1
Mary Nikola,Leadership & Organization,3.0,N/A,3
James Huynh Takahashi,Chemistry,5.0,N/A,2
Kathryn Yeniyurt,English,4.9,100%,3
Joseph Agbenyegah,Spanish,2.8,N/A,2
Mary Manning,Art History,5.0,N/A,2
Caitlin McQueen,Fine Arts,0.0,N/A,0
Katie Thurman,Sociology,4.6,100%,1.6
John Castella,Labor Studies,4.3,94%,3
Soe Yoon Choi,Communication,4.0,N/A,3
XI Wang,Economics,2.9,N/A,2
David Jones,English,4.5,86%,3.6
Stan Kivai,Anthropology,5.0,N/A,1
Bryce Carmichael,Geography,5.0,N/A,1
David Walsh,Political Science,2.7,25%,2.7
Ariel Otruba,Geography,4.6,80%,2.7
Dana Britton,Labor Studies,3.7,100%,2.4
Joshua Eaise,Political Science,4.3,80%,3.1
Kathleen Elkins,Religion,5.0,N/A,1.2
Preetha Mani,Comparative Literature,4.6,100%,2.8
Alessandra Sperling,Writing,0.0,N/A,0
Adam Opitz,Sociology,5.0,N/A,2
Fahad Khan,Business,5.0,N/A,1.3
Tracy Anthony,Nutrition,2.6,N/A,2.5
Theresa O'Byrne,English,4.5,100%,2.4
Brian Mumper,Classics,1.3,0%,4.5
Kristen Fahy,Physics,5.0,N/A,4
Jonathan Bullinger,Communication,2.1,50%,4
Daniel Sutko,Communication,3.4,N/A,3.1
Gregory Lattanzi,Archaeology,5.0,N/A,1.5
Michael Boan,Physics,0.0,N/A,0
Burak Kaya,Mathematics,3.3,N/A,2.3
Kevin Moffitt,Accounting,4.0,N/A,2
Chris Baia,Communication,3.6,N/A,2.3
Rachael Cocchia,Exercise & Sport Science,5.0,N/A,1.8
Sophia Wallace,Political Science,1.8,N/A,3.7
Jeff Cohen,Writing,2.5,N/A,3
Roque Montero,Economics,2.7,N/A,3.2
Christopher Wuttke,Exercise & Sport Science,4.5,N/A,1
Katherine Wydner,Biology,0.0,N/A,0
Colleen Beach,Social Work,2.8,N/A,3
Joyce Prior,Social Work,4.4,N/A,2.8
Katharine Lee,History,4.8,100%,1.7
Liu Han,Economics,4.0,100%,3
Han Liu,Economics,2.9,60%,2.7
Tacuma Peters,History,3.5,N/A,2
Sharon Schwartz,Mathematics,4.1,50%,2.9
Ion Marandici,Political Science,3.9,100%,2.4
Peng XU,Chinese,4.8,N/A,3
Rachel Feder,English,5.0,N/A,1.5
Tova Lane,Psychology,3.8,N/A,1
Shannon Sweeney,Public Health,5.0,N/A,2
Bismayan Chakrabarti,Physics,5.0,N/A,2
Aaron Lacayo,Spanish,4.7,50%,2.2
Connie Pascal,Information Technology,4.7,100%,2.2
Jane Lewis,Public Health,0.0,N/A,0
Samuel Gunderson,Biochem. & Molecular Biology,3.6,75%,3.5
Mark Alpert,Information Science,1.0,N/A,3.5
Viacheslav Manichev,Chemistry,0.0,N/A,0
Todd Nicewonger,Anthropology,2.6,100%,2
Kartikeya Saboo,English,3.3,50%,4.2
Kristen Ames,English,4.7,N/A,3.5
Akash Patel,Chemistry,4.8,100%,2
Helen Varvi,Public Health,3.0,N/A,3
Karen Wydner,Biology,3.3,N/A,3.7
Zeljko Rezek,Anthropology,4.3,N/A,2.3
Debajyoti Nandi,Mathematics,2.2,N/A,2.6
Garg Sargam,Human Resources Management,4.9,100%,1
Sargam Garg,Human Resources Management,4.7,100%,1.4
Kira Maye,Writing,3.4,N/A,3.4
Mahmoud Ahmed,Operations Management,2.3,N/A,3
Umit Atlamaz,Linguistics,4.8,100%,2.7
Terri Boyer,Labor Studies,1.5,N/A,4
Irene Tung,Geography,3.2,N/A,2.3
Glen Wilson,Mathematics,0.0,N/A,0
Jonathan Kotler,Music,3.9,N/A,2.5
Rahed Mohammed,Physics,5.0,N/A,1
Anton Nelessen,Public Health,3.8,67%,2
Katie Manley,Management,4.4,N/A,2.3
Widyane Hamdach,Middle Eastern Studies,5.0,100%,1.6
William Strawderman,Statistics,3.0,0%,3
Robb Crocker,Communication,2.0,N/A,4
Benjamin Kinsella,Spanish,4.3,100%,3
William Lustig,Chemistry,5.0,100%,2
Mark Miller,Meteorology,4.0,100%,3
Aurie Hsu,Music,4.2,50%,2.2
Jacob Lewis,Art History,5.0,N/A,3
Jennifer Wilson,History,1.9,N/A,4.4
Susan Crane,Microbiology,0.0,N/A,0
Ruthy Glass,Psychology,5.0,N/A,2
Dipak Sarkar,Animal Science,3.0,100%,1
Yuliyan Mitkov,Economics,4.5,N/A,1
Cristina Gherasimov,Political Science,3.5,N/A,2
Donna Gapas,Social Work,5.0,N/A,2
Gwyne White,Psychology,3.5,0%,2
Brian Keane,Psychology,0.0,100%,0
Nathan Fox,Mathematics,4.8,100%,3.5
Hakim Zainiddinov,Sociology,3.0,44%,2.5
Fred Bernath,Engineering,1.5,N/A,5
Michael Pavlou,Engineering,5.0,100%,2
Ashustosh Goel,Engineering,0.0,N/A,0
Jake Baron,Mathematics,0.0,N/A,0
David Dobrykowski,Operations Management,3.1,100%,3
Harry Shallcross,Social Work,4.1,N/A,2.3
Katerina Verbitchi,French,4.5,N/A,2
Lu Wang,Psychology,5.0,N/A,2
Maile Hutterer,Art History,3.8,N/A,3.3
Lidia Little,Communication,1.0,0%,4.5
Matthew Thibault,Mathematics,3.2,N/A,3.3
Yanoula Athanassakis,Womens & Gender Studies,3.0,N/A,4
Kraig Williams,Music,3.3,100%,3
Francoise Portier,French,2.8,100%,4
Aaron Reevey,Psychology,4.9,100%,1.5
Zhutong GU,Economics,1.8,0%,4.7
Kaia Shivers,Communication,1.9,0%,3
Lucio Volino,Pharmacy,1.0,N/A,5
Kostas Bekris,Computer Science,3.8,50%,4
Bonnie Firestein,Cell Biology & Neuroanatomy,5.0,100%,1.5
Qun Wang,Journalism & Media Studies,3.0,100%,2.5
Pracheeti Maheshwari,Computer Science,0.0,N/A,0
Muthu Muthukrishnan,Computer Science,2.5,60%,4.4
Fei QI,Mathematics,4.2,100%,3.4
Val Azzoli,Music,4.5,100%,1.9
Christina Dunbar-Hester,Journalism & Media Studies,4.1,N/A,3.2
Adam Szczgielniak,Linguistics,3.9,N/A,2
Alicia Raia-Hawrylak,Sociology,5.0,N/A,1
Kristina Howansky,Psychology,4.4,95%,2.1
Shelley Young,Business,4.5,N/A,3
Suzanne Wichtel-Myles,Education,3.8,N/A,2.3
Arend-Jan (A.J.) Both,Environmental Science,2.3,N/A,4.5
Sylvia Chan-Malik,American Studies,4.7,100%,3
Sylvia Chan-Malik,Womens Gender Studies,4.7,100%,2.4
Matthew Maddex,Communication,3.0,50%,3.7
Christopher Keating,Political Science,4.8,N/A,3.5
Anh Ninh,Computer Science,0.0,N/A,0
Anh Ninh,Business,4.8,N/A,1.5
C. McGinty,Computer Science,4.3,100%,3
C. McGinty,Business,2.7,50%,3.3
Jingnan Fan,Business,1.0,0%,2
Jingnan Fan,Computer Science,5.0,N/A,1
Harry Kojima,Physics,2.0,N/A,5
Kenneth Moss,English,3.0,N/A,3.7
Meaghan Bratichak,English,4.9,N/A,3.4
Jessey Choo,Chinese,2.8,50%,3.5
Steven Oconnell,Dance,4.4,75%,1.7
Walter Rucker,History,2.0,N/A,4
Eric Kushins,Management,5.0,N/A,2
Timothy Brown,African Studies,3.0,0%,4
Bharath Krishnamurthi,Chemical & Biological Engin.,4.4,100%,1.3
Alexander D'Jamoos,Communication,2.8,N/A,3.5
Brian Ricks,Information Technology,4.5,N/A,2.6
Raaghav Pandya,Philosophy,4.0,N/A,1
Heather Emady,Chemical Biological Engin.,0.0,N/A,0
Hongzhang Liu,Computer Science,5.0,N/A,1
Lisa Smith,Social Work,4.0,100%,1.5
Alana Burman,English,3.3,N/A,3.8
Kamil Taha,Theater,0.0,N/A,0
Kamil Taha,Arabic,3.6,50%,3
J. Finn,Marketing,0.0,N/A,0
Peter Jin,Engineering,2.8,60%,3.8
Gregory Hughes,Information Technology,3.5,0%,3.3
Fereydoun Nikpour,Planning Public Policy,0.0,N/A,0
Yong Mao,Biology,0.0,N/A,0
Amanda Sorensen,Ecology Evolutionary Biology,4.5,N/A,2
Christine Goldthwaite,Communication,4.2,100%,2
Yunfei Bai,French,4.3,N/A,2.5
Andrew Moon,Philosophy,4.5,N/A,4
Brian Garnett,Mathematics,2.7,32%,2.8
Shigeru Fujita,Economics,4.1,N/A,2.1
Sarah Weirich,Political Science,4.9,N/A,1.7
Heather James,Political Science,4.2,100%,1.8
Ping Xie,Cell Biology & Neuroanatomy,2.2,0%,3.2
Long-Jun WU,Cell Biology & Neuroanatomy,4.7,100%,2.3
Josh Echols,Ecology & Evolutionary Biology,5.0,N/A,1
Salman Shaikh,Engineering,0.0,N/A,0
Joanna Sliwa,History,2.6,100%,3
Nahyan Fancy,Middle Eastern Studies,3.0,N/A,4
Julie Koivunen,Social Work,4.9,100%,1.2
David Barry,Social Work,5.0,100%,2.3
Michael Burtha,Communication,5.0,100%,3
Orin Puniello,Planning Public Policy,3.5,N/A,2
Maricia Hughes,Education,0.0,N/A,0
Melissa Henzel,Philosophy,0.0,N/A,0
Steve Grimes,Sociology,4.1,N/A,1.7
Ernest Rubinstein,Writing,4.2,N/A,3
Ingrid Fulmer,Human Resources Management,4.5,N/A,2.5
Kristie Tierny,Accounting,3.5,N/A,5
Bud Coulson,Mathematics,2.8,34%,3.6
Catherine Kupiec,English,3.6,34%,3.4
Anthony Akey,English,4.9,84%,1.9
Thomas Tyrrell,Mathematics,0.0,N/A,0
John Warren,Music Education,4.0,N/A,1
John Warren,English,4.5,93%,3.6
Ann Graham,Planning Public Policy,2.0,N/A,4
LISA DAVENPORT,English,1.0,N/A,5
Evgeni Nikolaev,Mathematics,3.7,52%,2.8
Kashyap Patel,Computer Science,0.0,N/A,0
Dong-Whan Ko,Economics,1.5,N/A,4.4
Allen Ellenzweig,Writing,2.8,43%,3.8
Duiliu Emanuel Diaconescu,Physics,2.6,25%,3
Charles Wolf,Mathematics,4.9,100%,2.8
Kathleen Rahman,Animal Science,4.2,59%,2.8
Kathryn Noguiera,Communication,5.0,N/A,2
Bernhard Firner,Computer Science,4.7,N/A,3.4
Maxim Zyskin,Mathematics,1.5,N/A,5
Alexandra Nguyen,Genetics,3.3,100%,3
Matthew Sherrill,English,0.0,N/A,0
Mitch Speed,Art & Design,0.0,N/A,0
X.F. Steven Zheng,Biology,0.0,N/A,0
Chris Xia,Business,4.9,N/A,2.4
Longqin Hu,Chemistry,0.0,N/A,0
Bob Beddor,Philosophy,5.0,N/A,4
Kelly Kato,Sociology,4.0,N/A,2
Ashutosh Goel,Engineering,5.0,N/A,2
robert billmers,Chemistry,1.6,N/A,4.3
Sean Stevens,Psychology,3.6,N/A,2.3
William Burch,Writing,3.5,N/A,4.3
Brittany Battle,Sociology,2.7,84%,3.5
Edward Filippazzo,Marketing,4.7,100%,2.5
Robert Kopp,Geology,3.1,75%,3.2
Leigh Wilton,Writing,2.1,N/A,4.3
Neelang Naval,Computer Science,3.5,N/A,3
Anand Venkatkrishnan,Languages,5.0,N/A,1
Binh Pham,Computer Science,0.0,N/A,0
Max Shulman,Writing,2.5,0%,3.3
Bhushan Kale,Computer Science,0.0,N/A,0
Nilsen Miller,Statistics,4.1,75%,3.1
Andrew Kern,Genetics,3.0,0%,3.5
Daniel Brennan,Physics,4.1,N/A,1.6
Xukai Yan,Mathematics,2.5,N/A,3
Nirmala Shankar,Chemistry,3.9,72%,3.7
Matthew Barros,Linguistics,4.3,N/A,1
Jorie Hofstra,Sociology,3.0,0%,3.7
Heather Christensen,Social Work,0.0,N/A,0
Reshma Nayyar,Art History,4.0,N/A,1
Jeevanjot Singh,Engineering,3.3,N/A,3
Mamadou Bassene,Linguistics,2.4,N/A,3.8
Michelle Manderski,Public Health,4.1,80%,2.5
Thomas Richner,Music,5.0,N/A,1
Wendy Miervaldis,Mathematics,4.3,0%,2
John Guerriero,Information Technology,0.0,N/A,0
George Mobilio,Business,3.7,N/A,2
Kimberly Stolow,Social Work,4.4,100%,3
Meara Faw,Communication,3.3,50%,3.7
Timothy Campbell,Philosophy,3.8,N/A,1.5
Mary Brennan,Communication,5.0,N/A,1
Chris Hughes,Psychology,4.8,100%,2.2
Bin Xie,Economics,2.2,N/A,4.2
Lee Kerkhof,Marine Sciences,4.3,N/A,3
Kyla Schuller,Womens Gender Studies,5.0,100%,2.5
Samuel Peleg,Political Science,3.2,100%,3.3
Jamison Standridge,Writing,4.4,96%,2.9
Paul Takhistov,Food Science,3.0,50%,4
Yarimar Bonilla,Anthropology,3.8,N/A,2.9
Sean Hoen,English,4.0,79%,2.5
Jonathan McFall,Criminal Justice,4.0,82%,2.9
Jay Valentine,Religion,5.0,N/A,1.5
Jennifer Kosakowski,English,5.0,N/A,3
David Giancaspro,Spanish,5.0,N/A,1.5
Doug Greenberg,History,4.7,100%,2.7
Snezana Otasevic,Women's Studies,2.6,50%,3.5
Margarita Castromán,English,4.7,100%,3.2
Marco Pereira,Mathematics,0.0,N/A,0
Hana Shepherd,Sociology,4.0,84%,2.5
Liliya Borodkin,Social Work,1.0,0%,4.5
Kim James,Communication,2.0,0%,4.5
Ronke Olabisi,Bioengineering,0.0,N/A,0
Deoki Sharma,Statistics,4.2,78%,2
Elham Lashkari,Biology,0.0,N/A,0
Dylan Klein,Nutrition,0.0,N/A,0
Manousos Maridakis,Mathematics,2.4,50%,3.3
Julie Ruth,Marketing,4.5,N/A,4
Alyson Brooks,Physics Astronomy,5.0,100%,2.8
Gary Maas,Mathematics,4.5,N/A,3
Dawn Thomas,Writing,2.8,N/A,4.4
Daniel Giovenco,Public Health,5.0,100%,2
Dana Fasciano,Writing,4.6,84%,3.1
Jane Grimshaw,Linguistics,3.1,N/A,3.6
Rachel Levanger,Mathematics,4.0,50%,2.5
Phedra Deonarine,English,5.0,N/A,1.5
Kim Cole,Business,0.0,N/A,0
Caroline Pirri,English,4.2,100%,3.3
Christopher Brush,Exercise Sport Science,5.0,N/A,2
Crystal Bedley,Sociology,4.8,100%,2
Sherry Alban,Dance,5.0,N/A,4
Sarah Perryman,Women's Studies,5.0,N/A,2
Rebecca Lipperini,English,2.5,100%,4.3
Amy Meng,Creative Writing,3.9,0%,3.3
Frederick Bentley,Human Resources Management,4.7,100%,2.8
Joe Mason,German,0.0,N/A,0
Ned Lipman,Business,4.5,80%,3
Regina Efimchik,Communication,5.0,100%,1.2
Faye Benjamin,Biology,1.8,0%,4
David Awad,Chemistry,4.3,80%,3.5
Tatsiana Kulakevich,Political Science,3.6,80%,2.7
John Phan,Asian Studies,4.9,100%,2.3
Elizabeth Gardner,Writing,3.0,N/A,3
Michael Richards,Political Science,4.9,100%,3
Michael Richards,Philosophy,0.0,N/A,0
Luc Barton,English,3.0,0%,4.2
Catherine Barrier,Writing,2.4,12%,4.2
Robin Brownfield,Labor Studies,0.0,N/A,0
Zhiqiang Tan,Statistics,2.4,34%,4.3
James Dievler,Writing,3.3,N/A,4
Evan Dresman,English,3.5,N/A,4
Isaac Cowell,English,4.9,100%,3.5
Luca Iacoponi,Linguistics,4.3,100%,2
Sue Shapses,Nutrition,0.0,N/A,0
Victor Barretto-Aranda,Mathematics,1.3,0%,4
Marie Koetje,Art Design,0.0,N/A,0
Hwa-Yen Huang,Sociology,4.0,100%,3
Xia Huang,Chinese,3.0,N/A,3.5
Elektra Kostopoulou,History,5.0,100%,1.7
Eliot Graham,Education,4.7,N/A,1.8
Shantenu Jha,Engineering,2.0,0%,3.3
Chirag Patel,Chemistry,4.3,75%,3.4
Marisa Fuentes,Women's Studies,4.4,100%,2.7
John Thomas,English,3.6,N/A,4.3
O. Torres,Statistics,3.0,100%,2.5
Gary Heiman,Genetics,5.0,100%,2
Kevin Lyons,Business,4.4,100%,1.5
Katherine Gray,Womens Gender Studies,4.5,86%,1.9
Rob Young,Chemistry,5.0,100%,1
Sandra Ramos,Nursing,0.0,N/A,0
A. Huang,Sociology,0.0,N/A,0
Kristin Peacock,Management,2.5,0%,3.5
Bruno Sauce Silva,Psychology,4.7,100%,2.6
Charles Barton,Mathematics,2.5,67%,3.2
Sung Kang,Philosophy,0.0,N/A,0
Erick Chastain,Computer Science,1.5,N/A,4
Mary Himmelstein,Psychology,3.3,100%,2.3
Chengrui Li,Statistics,0.0,N/A,0
Nicholas Raffa,Chemistry,5.0,100%,1.1
Andrew Lohr,Mathematics,0.0,N/A,0
Wolfram Hoefer,Landscape Architecture Regional Planning,2.2,50%,4.2
Jeff Boyd,Microbiology,0.0,100%,0
Abdul Basit,Computer Science,3.5,50%,3
Marilie Coetsee,Philosophy,4.0,N/A,3
Calvin Tesler,English,3.9,86%,3.4
Olena Martynyuk,Art History,3.2,34%,2.8
Hassan Nosratabadi,Economics,4.1,100%,3.3
Catherine Christensen,Communication,2.0,N/A,4
Richard Williams,Sociology,0.0,N/A,0
Leonardo DeCandia,Operations Management,5.0,N/A,2
Julie Lockwood,Ecology Evolutionary Biology,4.0,100%,2
Pamela Temple,Labor Studies,5.0,N/A,3
Jeffrey Leane,Communication,0.0,N/A,0
Anika Sharma,Marketing,4.2,N/A,4.3
Barbara Angeline,Dance,1.6,34%,4.1
Justin Sharber,Philosophy,2.3,N/A,4.5
Parth Patel,Chemistry,3.0,N/A,5
Moyang Li,Writing,0.0,N/A,0
Daniel Van Abs,Ecology Evolutionary Biology,3.3,50%,3.4
Rachel Schwartz,Social Work,4.5,N/A,2.5
Sonia Brown,Social Work,3.5,N/A,4
Alena Kirova,Spanish,3.0,0%,4.5
Vladimir Kolchin,Economics,3.1,58%,2.7
Conrad Herwig,Music,0.0,N/A,0
Ron Rinehart,Education,4.0,N/A,4
Sean Tanner,Geography,1.5,N/A,2
Nastaran Ghazi,Engineering,0.0,N/A,0
Ashwani Monga,Marketing,0.0,N/A,0
Julie Fagan,Animal Science,1.9,50%,3
Sarah Smith,Political Science,0.0,N/A,0
Noah Eber-Schmid,Political Science,3.4,67%,3
Amanda Marziliano,Political Science,0.0,N/A,0
Stephen Milder,Political Science,0.0,N/A,0
Valerie Michalowski,Social Work,3.5,0%,4.3
Dr. Karen Plumley,Agriculture,3.0,100%,2.5
Andrea Gaytan Cuesta,Spanish,4.4,100%,2.4
Mark Pierce,Engineering,2.9,38%,3.8
Jack Harris,Communication,1.0,0%,3.5
Christopher Young,Environmental Science,4.8,100%,2.5
Nessette Falu,Anthropology,1.0,0%,3
Joseph Pierre-Antoine,French,1.8,50%,4
Evan Wilson,Mathematics,3.3,N/A,4
David Sperling,Film,2.2,67%,4
Marily Johnston,Leadership Organization,0.0,0%,0
Ben Samuels,Psychology,5.0,100%,2
Si Sun,Library Information Science,1.9,34%,4.3
Christopher Rzigalinski,American Studies,5.0,N/A,1
Adam Shriver,Philosophy,4.5,N/A,4
Charlotte Rose,English,4.3,34%,3.8
Suzanne Rackham,Writing,0.0,N/A,0
Emily Rosado-Solomon,Human Resources Management,4.6,100%,1.3
Samantha Doluweera,Mathematics,1.0,N/A,1
Fernando Geraci,Computer Science,4.7,100%,2.9
Belinda McKeon,English,5.0,100%,2.7
Michael Saks,Mathematics,0.0,N/A,0
Kevin Crouse,Educational Psychology,3.7,N/A,4.3
ellen oettinger,Ecology Evolutionary Biology,4.0,100%,3
Jennifer Scheutz,Art Design,2.5,0%,2.5
Jennifer Schuetz,Art Design,0.0,N/A,0
Bryan Volta,Art Design,0.0,N/A,0
Erin Crockett,Economics,4.4,100%,2.7
Mark Lane,English,4.8,100%,3.1
Meghana Joshi,English,3.2,N/A,4
Janine Wahrendorf,German,0.0,N/A,0
Louis Prisock,African Studies,5.0,100%,3
Elizabeth Greeniaus,English,2.7,12%,3.5
Alana McNair,Digital Filmmaking,0.0,N/A,0
Edwin Jacob,Political Science,4.6,100%,2.7
Leigh Myers,Mathematics,5.0,N/A,3.5
William Craelius,Bioengineering,0.0,N/A,0
Nada Boustany,Bioengineering,0.0,N/A,0
Nani Durnan,Writing,4.2,100%,3.2
Nafees Alam,Social Work,4.7,100%,2.4
Barbara Lee,Law,5.0,N/A,3
Georgios Tsilomelekis,Chemical Biological Engin.,4.3,67%,2.8
Sarah Sherman,English,3.2,0%,4.4
Lauren Jimerson,Art History,0.0,N/A,0
Philip Swenson,Philosophy,4.0,N/A,2
Shoshana Bass,Management,5.0,N/A,3
Euloaiza Jorge,Education,1.0,N/A,4
Peter Molin,English,4.5,80%,4
David Singerman,History,5.0,N/A,2
Steven Xiao,Finance,4.2,100%,3.3
Alex Warner,Writing,4.0,N/A,4
David McLaughlin,Portuguese,4.8,N/A,2.7
Natalie O'Neil,Education,1.0,0%,4
Vishal Patel,Engineering,4.8,100%,3.3
Paul Gilmore,Comparative Literature,0.0,N/A,0
Jennifer Mittlestadt,History,4.5,N/A,3
Matthew Sumpter,Writing,4.8,100%,2.8
Trystram Spiro-Costello,Journalism Media Studies,3.0,34%,2.9
Donna Choplak,Management,0.0,N/A,0
Cynthia Smarook,Psychology,4.0,N/A,4
Suzanne Boswell,English,4.9,100%,2.3
Alex Leslie,Writing,2.5,100%,4.5
Jennifer Bauwens,Social Work,4.0,N/A,2
Jonathan Singer,Engineering,3.4,100%,4.7
Marian Rosenwasser,Exercise Sport Science,5.0,N/A,1
Weihong Guo,Engineering,2.8,20%,3
Ben Bronner,Philosophy,4.0,67%,3
Ling Xiao,Mathematics,2.9,40%,3.6
Kathleen Cavallo,Management,2.5,0%,2.3
Konstantinos Michmizos,Computer Science,5.0,100%,2.5
Crystal Marull,Spanish,0.0,N/A,0
Michael Shakarjian,Science,0.0,N/A,0
Zixin Lin,Economics,2.5,0%,3.5
Catherine Barrier,English,3.0,20%,3.5
Shmuel Zbaida,Chemistry,4.0,100%,2.5
David Rosen,Social Work,4.0,100%,3
Alexander Mozorov,Physics,0.0,N/A,0
Sherry Slovick,Writing,4.2,100%,2.7
Venkata Goteti,Statistics,0.0,N/A,0
Yuliya Prots,Business,0.0,N/A,0
Abdeslam Boularias,Computer Science,4.6,96%,3.4
Saad Khan,Engineering,0.0,N/A,0
Kenyetta Jackson,Social Work,2.0,N/A,3
Denise Kreiger,Information Science,3.5,N/A,3
robert irwin,Health Science,0.0,N/A,0
Marco Dees,Philosophy,4.2,N/A,1
Steve Vakulyuk,Microbiology,0.0,N/A,0
Leonardo Santana,Physics,4.8,100%,1.4
Timothy Power,Anthropology,5.0,N/A,3
Moyang Li,English,5.0,100%,3
Howard Nuer,Mathematics,5.0,100%,2.5
David Zaitz,Ecology Evolutionary Biology,4.8,100%,3.8
Patrick McGrath,History,4.8,100%,2
Katheryn Whitcomb,Classics,4.0,N/A,3.5
Shuyang Yang,Economics,4.3,100%,2.4
Duk-soon Oh,Mathematics,2.5,N/A,4.5
David Reid,History,5.0,N/A,1
Marta Cavaleiro,Business,2.6,54%,3
Alp Tuncaci,Political Science,4.9,100%,3.1
Edward Steinberg,Economics,2.6,45%,3.4
Natalia Morsci,Genetics,4.4,100%,3.6
Jessica Brescher,Public Health,3.5,N/A,3
Kevin Chen,Genetics,0.0,N/A,0
Gyorgy Matyasfalvi,Information Science,4.1,50%,2.2
Abeer Shaheen,Middle Eastern Studies,1.3,N/A,4
George Magou,Bioengineering,5.0,N/A,1
Sean Foley,English,4.5,75%,3.6
Daniel Herman,Political Science,4.5,100%,2
sun si,Information Technology,1.8,34%,4.2
Nina Shapley,Chemical Biological Engin.,5.0,100%,3
LITKEY DELUCA,Social Work,0.0,N/A,0
Miguel Jimenez-Crespo,Spanish,4.8,100%,3
dgfsdg gdsdg,Agriculture,0.0,N/A,0
Amy Gong,Art Design,0.0,N/A,0
Julia Hickey,Art Design,5.0,100%,3
Victoria Gonzalez,English,4.6,100%,2.7
Stephen O'Connell,Dance,4.6,87%,1.7
Anna Vasilyeva,Music,5.0,N/A,1
John Cena,Physical Education,5.0,100%,1.3
Surya Gavva,Mathematics,5.0,100%,5
Darrel Holnes,English,3.2,60%,1.8
Ryan Good,Planning Public Policy,0.0,N/A,0
Katrina Beluska,Nutrition,0.0,N/A,0
Tara Bynum,English,0.0,N/A,0
Sushil Sivaram,English,4.9,100%,2.7
Letita Lange,Theater,4.5,N/A,3
Qisi Zhang,English,4.6,89%,3.2
Christina Acquavella,English,4.5,N/A,3
Catherine Saunders,Writing,2.8,N/A,5
Nicole Morella,Social Work,2.0,N/A,4
Patricia Spencer,Social Work,5.0,100%,1.5
Yi Ding,Education,0.0,100%,0
Stavros Zinonos,Statistics,1.3,N/A,4
Matthew Klein,Computer Science,0.0,N/A,0
Katherine Sciacchitano,Labor Studies,0.0,N/A,0
Paula Barber,Social Work,0.0,N/A,0
Brittany Dibella,Social Work,0.0,N/A,0
Emily Spratt,Art History,3.7,80%,4.3
